id,age,gender,income,loan_amount,credit_score,ethnicity,residence,loan_approved
2525,56,F,108332,25748,484,B,rural,1
2526,27,F,86543,24691,737,C,suburban,1
2527,42,M,35514,37020,855,B,urban,1
2528,35,F,98312,48560,479,A,urban,1
2529,36,M,82612,32256,375,B,suburban,1
2530,53,M,105886,11125,955,B,urban,1
2531,27,F,119500,9370,912,A,suburban,1
2532,50,F,31292,9838,571,A,rural,1
2533,67,F,46510,8134,354,B,rural,0
2534,22,M,43000,48199,376,C,suburban,1
2535,64,F,45383,16556,595,C,rural,1
2536,66,M,26785,38822,518,A,suburban,1
2537,52,M,55910,32977,576,C,urban,1
2538,61,F,54028,25113,877,C,suburban,1
2539,51,M,39855,35566,947,B,urban,1
2540,50,F,39281,7669,565,B,urban,1
2541,38,F,19841,21081,342,B,suburban,1
2542,34,M,112204,17938,660,A,rural,1
2543,39,M,75155,10717,527,B,suburban,1
2544,65,M,41918,17282,526,B,urban,1
2545,54,M,71313,47065,362,B,suburban,1
2546,32,F,32443,19201,470,D,urban,1
2547,52,F,47250,21289,606,B,urban,1
2548,45,M,16922,29406,867,C,rural,1
2549,24,M,46976,36286,982,D,urban,1
2550,49,F,26991,17873,333,A,urban,1
2551,28,F,119405,21512,941,D,suburban,1
2552,27,M,68744,33927,429,A,urban,1
2553,26,M,37733,28461,693,D,suburban,1
2554,31,F,17473,25710,450,A,suburban,1
2555,30,M,23108,24952,954,B,suburban,1
2556,42,M,43715,18448,929,C,urban,1
2557,19,F,47210,20198,683,D,urban,1
2558,52,F,52317,12622,316,A,urban,1
2559,24,F,80516,45848,893,C,suburban,1
2560,38,F,48362,7402,313,C,urban,1
2561,35,F,69604,41324,380,A,urban,1
2562,20,M,19889,33467,506,B,rural,1
2563,59,M,104557,39961,503,B,urban,1
2564,56,M,88748,48007,678,B,rural,1
2565,58,M,46971,25739,843,C,rural,1
2566,66,F,65551,23518,322,D,rural,1
2567,28,F,18201,31547,913,C,rural,1
2568,56,F,104882,33936,461,D,suburban,1
2569,41,F,52958,25287,909,A,suburban,1
2570,63,M,94251,46351,443,A,suburban,1
2571,36,M,20681,30476,403,D,urban,1
2572,21,F,116982,17875,681,D,urban,1
2573,43,F,61870,15686,754,A,urban,1
2574,55,F,97256,22536,716,B,urban,1
2575,59,F,82203,39062,623,D,suburban,1
2576,49,F,43152,30041,470,A,rural,1
2577,56,F,65061,36653,875,A,rural,1
2578,62,M,72619,26673,882,C,urban,1
2579,63,F,73235,15367,573,D,urban,1
2580,53,F,88740,24629,751,C,suburban,1
2581,57,M,52890,28100,424,C,urban,1
2582,54,F,105073,11654,682,B,rural,1
2583,50,M,76401,30063,616,C,suburban,1
2584,53,F,26217,24322,406,A,suburban,1
2585,20,M,63351,24010,959,D,urban,1
2586,26,F,48741,17693,762,B,urban,1
2587,25,M,35654,14241,729,C,urban,1
2588,50,F,76314,34778,636,D,suburban,1
2589,23,M,16408,41843,795,A,rural,0
2590,58,M,57903,17651,661,D,urban,1
2591,56,M,99208,30966,731,B,urban,1
2592,21,F,16218,14275,974,B,suburban,1
2593,30,M,65572,6658,819,A,urban,1
2594,66,M,73798,33963,705,D,rural,1
2595,19,F,116681,11932,676,D,urban,1
2596,22,F,45105,19248,451,A,rural,1
2597,61,F,84634,29437,621,A,rural,1
2598,44,M,80063,44727,906,D,rural,1
2599,49,F,22619,23201,513,A,urban,1
2600,38,M,26939,46150,875,C,urban,1
2601,25,M,33226,29355,364,C,rural,1
2602,55,F,40322,19999,569,D,rural,1
2603,25,F,73215,11376,836,B,suburban,1
2604,67,F,31878,8476,399,B,urban,1
2605,20,M,21560,9366,404,D,urban,1
2606,61,M,53278,30733,430,A,rural,1
2607,20,M,51212,17458,688,A,urban,1
2608,39,F,109835,37795,620,A,urban,1
2609,23,M,88079,25615,737,D,urban,1
2610,19,M,38946,16164,318,C,suburban,1
2611,40,M,46740,44316,524,A,urban,1
2612,61,F,22253,8024,917,C,suburban,1
2613,19,M,94311,34559,865,B,urban,1
2614,55,F,47813,6264,759,D,urban,1
2615,34,M,79331,14047,693,A,suburban,1
2616,52,F,42632,49985,525,C,urban,1
2617,51,M,63365,11587,659,C,urban,1
2618,40,F,82593,11577,729,A,suburban,1
2619,47,F,48431,22635,314,D,urban,1
2620,69,M,52436,8870,859,A,urban,1
2621,25,F,33413,39094,950,C,rural,1
2622,39,M,110761,14217,845,C,rural,1
2623,61,F,53485,22602,713,C,urban,1
2624,53,F,83232,5605,654,A,urban,1
2625,22,M,31101,27343,756,D,urban,1
2626,30,M,23831,18003,830,A,rural,1
2627,46,M,99583,48257,495,C,suburban,1
2628,48,M,66897,37089,414,C,urban,1
2629,64,M,20004,22661,716,D,rural,1
2630,33,M,103241,21782,651,C,suburban,1
2631,59,M,60924,35029,374,A,urban,1
2632,47,F,36509,18487,961,D,urban,1
2633,33,M,52170,44042,335,A,urban,1
2634,29,M,58555,27065,541,A,rural,1
2635,34,F,29662,15844,962,D,suburban,1
2636,33,M,119216,24323,362,B,urban,1
2637,29,M,80930,30397,965,A,suburban,1
2638,25,M,62403,22328,808,B,suburban,1
2639,37,F,51365,48739,487,A,urban,1
2640,20,F,77188,43733,392,A,urban,1
2641,33,M,91060,34715,304,A,suburban,1
2642,47,F,113633,44116,737,C,urban,1
2643,62,F,41673,22580,465,C,urban,1
2644,40,F,78471,5823,745,C,urban,1
2645,45,F,32156,31472,324,A,urban,1
2646,68,F,72287,12084,807,C,suburban,1
2647,57,M,16645,17455,397,B,urban,1
2648,22,M,74076,15607,567,B,suburban,1
2649,37,M,109585,21919,961,D,urban,1
2650,57,F,90351,24394,692,B,suburban,1
2651,61,F,65151,15819,895,C,urban,1
2652,18,F,82384,16969,584,D,suburban,1
2653,47,F,114865,22333,983,B,suburban,1
2654,38,M,48541,16700,408,B,suburban,1
2655,37,F,87847,36792,326,B,suburban,1
2656,23,F,102099,38311,354,A,urban,1
2657,39,F,95739,41668,432,C,rural,1
2658,35,F,65955,16945,351,C,rural,1
2659,25,F,24290,41992,792,A,suburban,1
2660,56,M,115354,40634,597,A,rural,1
2661,49,F,73942,23630,698,D,urban,1
2662,50,M,97667,46036,890,B,urban,1
2663,33,F,45143,29944,317,A,suburban,1
2664,29,F,39509,28360,918,A,rural,1
2665,55,M,102780,17813,858,C,urban,1
2666,69,F,51741,9601,545,A,suburban,1
2667,51,M,41898,17930,802,A,rural,1
2668,31,M,114919,9333,388,C,rural,1
2669,53,M,100674,10399,502,C,urban,1
2670,50,F,77948,22839,539,B,urban,1
2671,40,F,76768,45204,789,A,urban,1
2672,67,F,58262,25195,312,B,suburban,1
2673,62,M,20506,32848,948,A,rural,1
2674,19,F,35605,28693,614,B,suburban,1
2675,58,F,93590,45854,984,A,rural,1
2676,38,M,43231,41450,497,A,suburban,1
2677,19,M,94397,6854,542,B,suburban,1
2678,44,M,92123,36558,806,D,urban,1
2679,26,F,28515,7985,342,A,urban,1
2680,18,F,102211,48585,629,B,urban,1
2681,28,F,53622,24278,890,B,urban,1
2682,20,M,31600,45264,728,B,urban,1
2683,69,F,42892,38326,912,D,urban,1
2684,40,M,98279,24280,461,B,urban,1
2685,43,M,84310,39022,955,D,suburban,1
2686,21,F,36801,20667,920,A,urban,1
2687,35,M,52695,23065,734,D,suburban,1
2688,23,F,43853,26655,532,A,suburban,1
2689,52,M,19429,15006,410,A,suburban,1
2690,39,F,19606,11283,531,A,suburban,1
2691,60,M,19478,46622,572,A,suburban,1
2692,32,F,98816,8325,897,B,rural,1
2693,39,M,55134,35783,340,B,urban,1
2694,54,M,84963,8143,859,C,urban,1
2695,69,F,85897,40805,765,A,urban,1
2696,59,M,40475,17417,376,B,suburban,1
2697,29,F,81177,36300,989,B,urban,1
2698,64,F,36730,31526,789,C,urban,1
2699,66,M,36113,33896,416,A,urban,1
2700,59,M,35011,42443,733,A,suburban,1
2701,55,F,70746,32606,318,B,suburban,1
2702,35,F,57853,44916,870,D,urban,1
2703,62,F,100195,12551,495,C,urban,1
2704,52,F,51818,40436,918,A,rural,1
2705,47,F,52321,7246,750,A,suburban,1
2706,41,M,36309,44421,724,A,urban,1
2707,59,F,33688,48901,693,B,rural,1
2708,47,F,43176,12649,583,B,urban,1
2709,31,M,83879,46209,333,A,urban,1
2710,23,M,82592,5888,594,B,urban,1
2711,20,M,99728,46983,550,B,rural,1
2712,33,M,104012,34424,937,B,urban,1
2713,24,F,24416,46559,638,A,urban,1
2714,69,M,54994,16075,917,B,rural,1
2715,31,M,81422,27699,739,B,suburban,1
2716,26,M,23584,14950,479,D,suburban,0
2717,32,F,108302,10413,921,C,urban,1
2718,38,F,33830,44305,527,A,urban,1
2719,52,M,100825,8569,932,A,rural,1
2720,19,M,92066,6242,918,B,suburban,1
2721,44,F,18591,42097,942,B,rural,1
2722,19,F,108878,35085,322,D,rural,1
2723,52,M,36395,15487,956,B,suburban,1
2724,35,M,69182,23309,626,D,urban,1
2725,31,M,31738,35771,453,B,urban,1
2726,37,M,17631,31638,918,D,urban,1
2727,35,F,32905,41163,445,C,urban,0
2728,27,F,34056,26615,551,C,rural,0
2729,42,M,104082,13039,601,B,urban,1
2730,19,F,50447,13198,369,D,rural,1
2731,42,M,69418,39354,842,A,rural,1
2732,50,F,52190,8824,392,D,rural,1
2733,53,F,41014,28999,948,C,rural,1
2734,48,M,87999,8436,462,B,suburban,1
2735,31,M,65278,33014,380,D,rural,1
2736,18,F,16780,45857,887,D,suburban,1
2737,63,M,106643,21057,362,C,suburban,1
2738,33,M,74258,6310,911,A,suburban,1
2739,63,F,112123,14819,735,D,suburban,1
2740,69,F,57192,18457,347,C,urban,1
2741,20,M,74300,5477,744,C,urban,1
2742,52,F,119875,13906,373,D,urban,1
2743,58,M,105504,14868,841,A,urban,1
2744,23,F,114129,23546,456,A,urban,1
2745,42,F,58923,38276,786,B,rural,1
2746,30,F,104196,12319,565,A,suburban,1
2747,51,M,17395,38149,555,C,urban,1
2748,25,F,117449,6845,338,A,rural,1
2749,38,F,112384,28684,354,A,rural,1
2750,51,M,30779,34858,327,B,rural,1
2751,21,M,86028,47678,417,B,suburban,1
2752,42,M,44722,31667,669,A,urban,1
2753,32,M,22111,30293,508,A,urban,1
2754,21,F,24984,29893,886,B,suburban,1
2755,62,M,112552,9629,876,C,urban,1
2756,29,M,108176,10704,911,D,urban,1
2757,49,F,87328,6776,857,A,rural,1
2758,49,M,41924,36236,615,B,suburban,1
2759,45,F,67703,6244,692,A,urban,1
2760,30,M,47577,6333,743,B,urban,1
2761,48,F,22711,8669,967,D,urban,1
2762,31,F,100548,22584,558,B,urban,1
2763,37,F,114869,32277,947,B,suburban,1
2764,35,M,116971,6933,497,A,urban,1
2765,46,F,119763,38514,998,D,rural,1
2766,23,M,19096,46800,927,B,rural,1
2767,49,M,81555,29357,744,B,suburban,1
2768,46,M,104848,32071,869,B,suburban,1
2769,60,F,90012,11827,881,A,urban,1
2770,19,M,23254,35844,904,D,suburban,1
2771,40,F,112955,30664,948,A,suburban,1
2772,36,M,92120,5792,916,C,suburban,1
2773,48,M,20965,44695,604,B,urban,1
2774,68,F,92000,22651,638,A,urban,1
2775,22,M,92975,47510,828,A,urban,1
2776,36,F,72987,44137,353,C,suburban,1
2777,51,M,118025,24074,411,B,suburban,1
2778,27,F,47963,12874,983,A,suburban,1
2779,42,F,108976,21676,718,A,suburban,1
2780,19,M,18273,44632,604,C,urban,1
2781,28,M,30330,41790,737,D,rural,1
2782,67,F,36494,23032,955,D,suburban,1
2783,48,F,91422,35885,384,B,urban,1
2784,32,M,18212,16008,823,B,suburban,1
2785,26,M,116059,49870,551,A,suburban,1
2786,40,F,98441,48878,425,A,urban,1
2787,36,F,102594,10171,909,D,suburban,1
2788,26,M,16080,14589,704,C,rural,0
2789,52,M,47675,23077,603,C,urban,1
2790,38,M,37007,11710,327,B,urban,1
2791,26,F,97641,25236,565,D,urban,1
2792,45,M,110815,43227,351,D,rural,1
2793,63,F,61815,19937,954,B,urban,1
2794,68,M,98482,14754,943,A,urban,1
2795,24,M,15639,30688,810,B,urban,1
2796,33,F,78593,12048,506,A,urban,1
2797,33,F,93038,27568,873,D,urban,1
2798,50,F,118494,37047,810,B,urban,1
2799,21,M,108899,14483,943,B,urban,1
2800,21,F,18736,22545,852,B,urban,1
2801,56,F,31473,22413,500,B,rural,1
2802,57,M,49019,33913,910,A,rural,1
2803,34,M,101623,38746,583,D,urban,1
2804,54,M,109025,13709,656,A,suburban,1
2805,56,M,51820,30358,346,C,suburban,1
2806,69,F,99861,16023,436,C,urban,1
2807,46,M,72589,34851,429,A,urban,1
2808,69,F,80807,33756,494,D,suburban,1
2809,53,F,33414,16145,928,B,urban,1
2810,55,F,39220,26192,663,C,suburban,1
2811,56,F,75531,23839,731,C,suburban,1
2812,67,M,57425,32410,368,B,suburban,1
2813,54,M,24387,45160,757,A,rural,1
2814,69,M,91815,16447,839,C,suburban,1
2815,52,F,42584,26033,634,B,rural,1
2816,24,M,59783,46355,825,A,suburban,1
2817,44,F,54809,15129,857,C,urban,1
2818,45,M,69327,35358,315,C,suburban,1
2819,39,M,25857,18907,755,B,suburban,1
2820,31,M,57261,26637,809,A,suburban,1
2821,24,F,88588,43196,508,B,urban,1
2822,54,F,31995,27369,457,A,urban,1
2823,39,M,28580,34481,636,B,rural,1
2824,22,F,33240,36681,540,D,rural,1
2825,19,M,98446,7589,357,A,urban,1
2826,44,F,90752,28560,604,A,urban,1
2827,38,F,119533,8034,644,C,rural,1
2828,55,M,61111,5169,941,A,urban,1
2829,32,F,105447,31913,313,A,urban,1
2830,38,M,49866,8239,658,C,suburban,1
2831,27,F,95974,8415,676,C,suburban,1
2832,40,M,88401,24952,542,C,urban,1
2833,56,F,97093,16408,444,C,suburban,1
2834,22,M,27211,8484,714,B,suburban,1
2835,18,F,73985,23225,693,D,suburban,1
2836,30,F,48268,19923,914,A,urban,1
2837,38,F,18646,25936,657,B,urban,1
2838,43,F,70371,44612,875,B,urban,1
2839,67,F,57816,24410,457,A,urban,1
2840,62,M,104460,34997,973,B,urban,1
2841,38,M,59112,41733,317,B,urban,1
2842,35,M,66048,44952,860,B,urban,1
2843,54,F,69911,26863,867,B,urban,1
2844,62,M,90446,10380,646,C,urban,1
2845,49,F,16778,25710,357,C,urban,1
2846,53,F,60752,20285,454,A,suburban,1
2847,34,M,99977,32260,866,B,urban,1
2848,52,M,85726,37879,786,A,urban,1
2849,66,M,95840,21143,830,A,urban,1
2850,28,M,42289,12413,786,C,suburban,1
2851,38,M,59788,36578,450,A,urban,1
2852,69,M,19747,19726,658,A,rural,1
2853,43,F,89822,32015,667,A,suburban,1
2854,21,F,15045,10983,919,D,urban,1
2855,51,M,110278,24178,346,A,suburban,1
2856,69,M,22758,31990,506,C,suburban,1
2857,65,M,38437,15321,749,A,urban,1
2858,35,F,34585,48829,782,C,urban,1
2859,57,F,113759,41366,939,D,suburban,1
2860,52,M,24854,39294,996,B,rural,1
2861,58,M,67076,45677,869,D,urban,1
2862,46,F,71950,39737,442,C,urban,1
2863,69,F,32349,46911,699,C,urban,1
2864,46,M,111228,22886,396,C,suburban,1
2865,55,F,36348,49296,346,A,suburban,1
2866,59,M,49296,27791,490,B,urban,1
2867,38,M,116280,13301,439,D,suburban,1
2868,59,F,34455,40122,914,B,urban,1
2869,30,F,93824,43087,530,D,suburban,1
2870,66,M,69021,37993,639,B,urban,1
2871,58,F,86923,40779,790,B,suburban,1
2872,34,M,115825,41894,348,C,rural,1
2873,26,F,54293,38381,923,D,suburban,1
2874,58,M,114430,19082,752,B,urban,1
2875,18,F,103552,10458,615,A,suburban,1
2876,19,F,61116,46770,621,C,suburban,1
2877,65,M,55484,27300,386,D,rural,1
2878,46,F,45215,7699,773,C,urban,1
2879,50,F,96638,34485,581,A,suburban,1
2880,27,F,18404,45285,373,A,urban,1
2881,67,M,52260,6019,752,D,urban,1
2882,57,F,115647,37471,346,A,urban,1
2883,38,F,80642,25270,887,B,urban,1
2884,45,M,95731,27615,395,A,urban,1
2885,28,F,61009,18698,330,A,urban,1
2886,51,M,107689,43346,833,B,urban,1
2887,25,M,44605,11729,316,A,suburban,1
2888,39,F,68205,44729,511,C,urban,1
2889,25,F,52569,16171,959,B,rural,1
2890,66,F,20580,18947,534,B,suburban,0
2891,32,M,20400,39725,691,B,rural,1
2892,34,F,54643,24450,653,D,suburban,1
2893,40,M,111185,18300,604,C,urban,1
2894,41,M,111032,24064,898,A,suburban,1
2895,62,M,101173,9441,849,A,suburban,1
2896,36,F,54015,24332,864,B,suburban,1
2897,22,F,86713,25115,839,D,rural,1
2898,49,F,87805,38869,888,B,suburban,1
2899,61,F,29974,26868,808,A,urban,1
2900,18,M,29037,46997,694,C,rural,1
2901,40,F,99292,25615,730,C,suburban,1
2902,54,M,31167,18615,984,B,urban,1
2903,25,M,103754,19732,861,A,suburban,1
2904,30,M,105703,30367,476,A,suburban,1
2905,25,F,58148,47738,705,A,suburban,1
2906,40,F,87153,5981,600,A,rural,1
2907,60,F,36534,26554,744,D,urban,1
2908,18,M,105995,30319,426,A,suburban,1
2909,62,M,101078,21130,648,C,rural,1
2910,68,F,71879,23815,320,B,suburban,1
2911,41,M,80839,13566,719,B,urban,1
2912,52,F,44756,31329,451,D,urban,1
2913,41,F,27683,11349,459,C,suburban,1
2914,34,M,64485,15728,779,D,urban,1
2915,22,F,113231,45316,742,A,rural,1
2916,37,F,26025,23375,395,A,urban,1
2917,38,M,101426,26814,651,A,suburban,1
2918,57,F,33715,41214,374,A,urban,1
2919,48,M,85097,26545,893,B,suburban,1
2920,63,F,113383,23953,939,D,suburban,1
2921,53,F,117067,7872,658,A,urban,1
2922,28,F,107943,14368,432,D,suburban,1
2923,69,F,102116,39103,699,B,urban,1
2924,32,M,90705,10413,438,C,suburban,1
2925,36,F,32116,34269,545,A,suburban,1
2926,24,M,51744,25156,590,A,urban,1
2927,68,F,102579,18423,411,D,urban,1
2928,45,F,17124,43062,469,A,suburban,0
2929,68,M,119956,47805,898,C,urban,1
2930,60,M,53051,6987,930,B,urban,1
2931,22,F,22176,42597,909,D,suburban,1
2932,22,F,106310,23369,539,C,urban,1
2933,47,M,79818,32868,636,A,suburban,1
2934,49,M,33676,16434,437,B,suburban,1
2935,25,M,60177,19548,893,A,urban,1
2936,27,F,105296,21636,535,B,urban,1
2937,55,M,15997,37383,947,A,suburban,1
2938,64,F,74330,47196,302,B,urban,1
2939,49,M,58769,22007,870,A,urban,1
2940,65,F,117968,40924,415,D,suburban,1
2941,45,M,93653,35211,771,B,suburban,1
2942,34,F,26231,16328,430,D,urban,0
2943,48,M,110287,8389,782,A,suburban,1
2944,25,F,87976,14458,700,C,suburban,1
2945,57,M,100447,7945,500,B,suburban,1
2946,42,F,70965,14352,591,B,suburban,1
2947,26,F,96144,15486,641,D,rural,1
2948,19,M,110201,46400,909,D,urban,1
2949,32,F,76517,7092,515,A,urban,1
2950,67,F,107693,41527,935,D,urban,1
2951,20,M,109315,10112,884,C,urban,1
2952,66,M,110504,21937,665,D,urban,1
2953,53,M,42387,42672,941,B,urban,1
2954,21,F,19090,6112,768,D,suburban,1
2955,31,F,39945,40545,717,D,urban,1
2956,58,M,55239,36740,326,A,suburban,0
2957,58,F,18743,28481,976,B,urban,1
2958,42,F,45924,15025,754,A,rural,1
2959,67,F,25196,39082,879,B,suburban,1
2960,27,F,106815,18562,313,D,suburban,1
2961,38,F,83860,16304,397,C,rural,1
2962,53,F,56400,12015,578,C,rural,1
2963,29,M,100177,49885,789,B,suburban,1
2964,44,F,108018,10710,923,A,urban,1
2965,57,M,113530,17588,506,A,suburban,1
2966,19,M,95399,25967,532,C,urban,1
2967,30,M,63795,26904,872,A,urban,1
2968,49,F,66553,29256,896,A,urban,1
2969,48,F,118022,30052,994,B,urban,1
2970,33,M,118976,20436,538,A,urban,1
2971,49,M,39111,26815,549,A,urban,1
2972,49,M,78083,20196,882,A,urban,1
2973,51,F,76600,23089,896,D,urban,1
2974,28,M,65022,22604,605,A,urban,1
2975,27,F,18199,7506,762,D,suburban,1
2976,32,M,65897,37584,535,A,urban,1
2977,34,M,53038,25709,590,D,rural,1
2978,57,M,70038,49840,338,B,urban,1
2979,35,M,22897,43247,482,D,rural,1
2980,26,F,79541,48202,998,D,urban,1
2981,42,M,29892,8090,944,B,rural,1
2982,57,M,23271,44265,329,D,urban,1
2983,31,M,118462,26552,687,B,suburban,1
2984,42,M,39815,34135,442,C,urban,0
2985,67,M,60612,19691,914,B,suburban,1
2986,39,M,48357,44761,718,D,urban,1
2987,69,F,90088,38741,373,D,suburban,1
2988,47,F,31267,26661,354,A,suburban,0
2989,37,M,33268,46025,871,B,rural,1
2990,38,M,29263,11092,323,D,suburban,1
2991,61,F,85935,40674,321,C,urban,1
2992,49,M,110347,5570,727,D,urban,1
2993,68,M,74660,17084,331,A,suburban,1
2994,63,M,80527,5307,638,B,urban,1
2995,66,M,78379,8742,814,B,rural,1
2996,38,F,109542,46742,811,A,urban,1
2997,52,M,56271,33792,369,B,suburban,1
2998,49,F,81612,5765,971,B,suburban,1
2999,47,M,22235,46732,387,A,urban,1
3000,56,M,103757,29198,870,A,suburban,1
3001,66,F,31417,12735,518,A,urban,1
3002,29,M,113075,21202,888,C,urban,1
3003,58,F,49609,16377,569,B,rural,1
3004,64,M,117785,19297,950,A,urban,1
3005,35,F,48902,13036,377,B,suburban,1
3006,38,M,38645,45364,891,A,suburban,1
3007,30,F,77873,29369,309,D,suburban,1
3008,38,M,102218,39817,767,A,urban,1
3009,25,F,79558,42443,635,D,suburban,1
3010,63,M,77233,6663,935,B,urban,1
3011,57,F,38401,44244,485,D,urban,1
3012,63,M,22771,17028,845,A,rural,1
3013,24,F,56335,24823,420,A,urban,1
3014,40,M,89451,20077,891,D,suburban,1
3015,61,M,94434,44911,864,A,urban,1
3016,49,M,82449,24631,967,C,urban,1
3017,28,M,117601,6910,573,B,urban,1
3018,39,M,107604,38500,709,C,urban,1
3019,39,F,16942,24897,657,D,urban,1
3020,60,F,35388,42377,946,D,urban,1
3021,42,M,98251,16134,397,B,suburban,1
3022,39,F,72042,42224,540,B,urban,1
3023,45,F,68740,31897,856,D,urban,1
3024,46,M,80873,41103,413,D,urban,1
3025,30,F,62024,12056,786,A,suburban,1
3026,35,F,38450,33950,540,B,urban,1
3027,19,F,71965,7753,455,A,rural,1
3028,46,M,25057,36941,651,D,urban,1
3029,38,F,108249,39140,343,A,urban,1
3030,32,M,23983,19234,891,B,urban,1
3031,69,M,34995,14636,611,C,urban,1
3032,44,M,117004,8376,437,D,suburban,1
3033,67,F,106628,35783,962,D,urban,1
3034,48,F,92681,46249,735,A,urban,1
3035,32,F,53886,48025,442,B,urban,1
3036,68,F,104025,21447,598,D,urban,1
3037,40,M,111572,25329,861,C,rural,1
3038,41,M,110149,21713,561,C,rural,1
3039,61,M,109020,9858,811,C,urban,1
3040,30,M,17673,24472,972,B,urban,1
3041,39,F,49890,21524,361,C,rural,1
3042,60,F,92513,9539,866,A,suburban,1
3043,54,M,38466,23857,722,B,rural,1
3044,50,M,107545,43362,695,D,urban,1
3045,20,M,65406,41671,330,A,urban,1
3046,36,M,18688,10364,629,B,suburban,1
3047,40,F,84284,5449,468,A,suburban,1
3048,46,F,119646,25830,565,A,suburban,1
3049,47,F,28665,26078,607,D,urban,1
3050,56,M,117434,42574,758,C,suburban,1
3051,61,M,35641,5869,484,A,urban,1
3052,64,M,47500,43847,633,B,urban,1
3053,42,F,50797,45075,814,B,suburban,1
3054,54,F,99766,33140,740,A,suburban,1
3055,64,M,60950,8659,972,C,suburban,1
3056,25,F,40046,41370,690,B,rural,1
3057,59,M,117339,46352,859,C,suburban,1
3058,33,F,116203,19385,553,A,suburban,1
3059,25,F,24638,48751,885,B,suburban,1
3060,18,F,101363,24337,634,A,urban,1
3061,61,F,36173,10131,699,A,rural,1
3062,22,M,28222,6358,465,D,urban,1
3063,20,M,65064,30614,559,A,suburban,1
3064,18,M,52010,21771,303,A,urban,1
3065,21,M,33095,18603,418,D,urban,1
3066,57,F,16439,21246,769,C,urban,1
3067,52,F,118917,22216,769,A,suburban,1
3068,49,M,100550,46209,792,D,urban,1
3069,59,F,20375,47987,799,A,urban,1
3070,51,M,104023,47488,369,C,suburban,1
3071,60,M,106238,25577,993,A,urban,1
3072,42,M,35600,47320,669,C,urban,1
3073,27,M,17466,16301,480,B,urban,1
3074,38,M,60097,14515,304,A,suburban,1
3075,63,M,68276,31802,496,C,suburban,1
3076,56,M,65117,5891,346,C,rural,1
3077,44,F,61971,26972,851,C,urban,1
3078,44,M,21928,25932,933,D,urban,1
3079,19,M,103016,9192,946,B,urban,1
3080,58,M,70309,21128,439,B,rural,1
3081,65,F,89647,27836,964,C,suburban,1
3082,30,M,55888,29837,839,C,suburban,1
3083,26,F,110025,27778,726,B,rural,1
3084,69,F,58832,48130,888,B,urban,1
3085,53,F,24404,21708,986,B,urban,1
3086,39,F,48639,46945,860,D,suburban,1
3087,59,M,93118,29232,609,B,suburban,1
3088,43,M,75598,44412,573,A,suburban,1
3089,29,M,81399,9782,838,B,suburban,1
3090,34,F,42684,31315,689,D,suburban,1
3091,31,M,83591,15052,758,D,rural,1
3092,31,M,92722,24521,933,D,suburban,1
3093,51,F,17682,8898,660,D,urban,1
3094,37,M,53046,22219,368,B,suburban,1
3095,28,F,36832,9154,882,B,suburban,1
3096,33,F,31997,40546,961,C,suburban,1
3097,68,M,49640,18809,998,A,urban,1
3098,48,M,91882,30972,730,B,urban,1
3099,23,M,55491,44177,331,D,urban,0
3100,36,F,78043,17523,920,C,rural,1
3101,54,F,87725,42081,812,D,urban,1
3102,21,F,60520,27030,481,D,urban,1
3103,64,F,77919,45376,985,A,suburban,1
3104,21,F,79442,25105,980,D,rural,1
3105,37,M,36770,29295,547,A,suburban,1
3106,27,M,62498,16864,919,C,rural,1
3107,41,F,76477,48982,596,A,suburban,1
3108,52,M,15244,17876,329,B,rural,1
3109,43,M,47788,23055,601,D,urban,1
3110,54,F,110341,38684,775,A,urban,1
3111,55,M,94453,26972,651,C,rural,1
3112,38,F,72737,30493,781,A,urban,1
3113,57,F,61489,14325,616,A,rural,1
3114,56,M,86303,41775,696,B,urban,1
3115,38,F,43390,25373,388,C,urban,1
3116,27,M,25247,41253,533,A,urban,1
3117,55,M,84051,26181,467,B,suburban,1
3118,63,M,74719,15961,425,C,urban,1
3119,21,M,49678,22705,872,A,urban,1
3120,62,M,102802,49676,419,B,rural,1
3121,37,M,91286,41122,727,D,rural,1
3122,34,M,44583,31104,489,B,urban,1
3123,24,M,23076,18509,932,B,suburban,1
3124,21,F,33006,12101,727,C,suburban,1
3125,46,F,30051,9743,859,C,urban,1
3126,31,M,19314,13951,501,C,suburban,1
3127,20,M,43670,12014,358,D,urban,1
3128,41,M,115757,41180,996,A,urban,1
3129,54,M,82551,46908,522,D,suburban,1
3130,33,F,25236,48039,791,D,suburban,1
3131,69,F,50568,13219,310,D,urban,1
3132,21,M,75314,12163,811,B,suburban,1
3133,41,M,106903,7470,609,D,suburban,1
3134,51,M,31352,48498,333,A,suburban,1
3135,47,F,60650,21543,639,C,suburban,1
3136,35,M,25346,24276,946,A,suburban,1
3137,36,F,40156,41881,780,D,urban,1
3138,48,F,70904,18414,873,C,urban,1
3139,36,M,29035,12749,392,A,suburban,1
3140,66,F,31108,29182,927,D,suburban,1
3141,63,F,17853,16914,432,B,urban,1
3142,36,F,99156,20007,718,C,urban,1
3143,39,M,19176,35951,767,A,suburban,1
3144,41,M,115459,49691,743,D,urban,1
3145,62,F,40920,37608,329,B,urban,0
3146,29,F,69850,26383,597,B,urban,1
3147,47,F,21829,18042,360,B,urban,1
3148,55,F,115190,30412,757,C,urban,1
3149,48,F,119775,18181,603,C,urban,1
